MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,Age,LastRemod
20,RL,71,9230,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,7.5,Hip,CompShg,MetalSd,MetalSd,166,TA,TA,CBlock,TA,TA,Mn,661,0,203,864,GasA,Gd,Y,SBrkr,1200,0,0,1200,1,0,1,1,1,1,Gd,6,Typ,0,2,Y,0,64,0,0,0,0,MnPrv,0,10,WD,Normal,146000,41,8
20,RL,74,5868,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,248,0,448,936,GasA,Ex,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,5,WD,Normal,129000,54,10
20,RL,78,9317,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,24,0,1290,1314,GasA,Gd,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,Gd,6,Typ,1,2,Y,0,22,0,0,0,0,Missing,0,3,WD,Normal,176432,1,1
70,RM,60,6882,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,TA,TA,No,0,0,684,684,GasA,TA,Y,SBrkr,773,582,0,1355,0,0,1,1,3,1,Gd,7,Typ,0,0,Y,136,0,0,0,0,0,Missing,0,3,WD,Normal,127000,93,1
120,RL,39.26426019,3696,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,0,Gd,TA,CBlock,Gd,TA,No,0,0,1074,1074,GasA,Ex,Y,SBrkr,1088,0,0,1088,0,0,1,1,2,1,Gd,5,Typ,0,2,Y,0,74,0,0,0,0,Missing,0,10,WD,Normal,170000,21,21
50,RM,50,6000,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,672,0,0,672,GasA,TA,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,TA,6,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,7,WD,Normal,128000,73,59
20,RL,82,11880,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,206,TA,TA,CBlock,Gd,TA,No,704,0,567,1271,GasA,TA,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,TA,7,Typ,1,2,Y,0,0,0,0,0,0,Missing,0,4,COD,Abnorml,157000,31,31
30,RL,60,8400,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,Fa,No,290,0,0,290,GasA,TA,N,FuseF,438,0,0,438,0,0,1,0,1,1,Fa,3,Typ,0,1,N,0,0,0,0,0,0,Missing,0,1,WD,Normal,60000,89,59
20,RL,61,9758,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,MetalSd,0,TA,TA,CBlock,TA,TA,No,412,0,251,950,GasA,TA,Y,SBrkr,950,0,0,950,0,0,1,0,3,1,TA,5,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,7,WD,Normal,119500,36,36
20,RL,70,7000,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,45,TA,TA,CBlock,TA,TA,No,588,0,422,1010,GasA,Ex,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,TA,6,Typ,0,1,Y,0,16,0,0,0,0,MnWw,0,4,WD,Family,135000,47,5
20,RL,79,8910,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,BrkFace,BrkFace,0,TA,TA,CBlock,TA,TA,Mn,655,0,0,655,GasA,Ex,Y,SBrkr,1194,0,0,1194,0,0,1,0,3,1,TA,6,Typ,1,2,Y,0,0,0,0,0,0,Missing,0,7,WD,Normal,159500,47,47
145,RM,24,2016,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,304,TA,TA,CBlock,TA,TA,No,0,0,630,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,4,WD,Normal,106000,37,37
60,RL,98,12256,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,HdBoard,HdBoard,362,Gd,TA,PConc,Ex,TA,Av,1032,0,431,1463,GasA,Ex,Y,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,Gd,9,Typ,2,2,Y,186,32,0,0,0,0,Missing,0,4,WD,Normal,325000,16,15
20,RL,114,10357,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,0,Gd,TA,PConc,Gd,TA,Mn,738,0,172,910,GasA,Gd,Y,SBrkr,1442,0,0,1442,1,0,2,0,3,1,Gd,6,Typ,1,2,Y,0,170,0,0,0,0,Missing,0,5,WD,Normal,179900,17,16
60,RL,168,17673.5,Pave,Missing,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Ex,Gd,No,0,0,868,868,GasA,Ex,Y,SBrkr,887,1134,0,2021,0,0,2,1,3,1,Gd,9,Typ,1,2,Y,0,100,0,0,0,0,Missing,0,9,New,Partial,274725,0,0
60,RL,66.35431604,8063,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,No,0,0,924,924,GasA,Ex,Y,SBrkr,948,742,0,1690,0,0,2,1,3,1,TA,7,Typ,1,2,Y,100,48,0,0,0,0,Missing,0,11,WD,Abnorml,181000,7,7
20,RL,107,11362,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,MetalSd,MetalSd,42,Gd,TA,PConc,Ex,TA,Mn,1039,0,797,1836,GasA,Ex,Y,SBrkr,1836,0,0,1836,1,0,2,0,3,1,Gd,7,Typ,1,3,Y,125,170,0,0,0,0,Missing,0,3,WD,Normal,280000,5,4
60,RL,62.69677793,8000,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,PConc,Gd,TA,No,219,0,554,773,GasA,Gd,Y,SBrkr,773,885,0,1658,1,0,2,1,3,1,TA,8,Typ,1,2,Y,224,84,0,0,0,0,Missing,0,6,WD,Normal,188000,13,12
60,RL,80,10480,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,Hip,CompShg,Plywood,Plywood,660,TA,TA,CBlock,TA,TA,No,403,0,400,803,GasA,TA,Y,SBrkr,1098,866,0,1964,0,0,2,1,4,1,TA,8,Typ,1,2,Y,0,69,0,0,0,0,Missing,0,9,WD,Normal,205000,32,32
20,RL,73,7100,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,0,TA,TA,CBlock,TA,TA,No,708,0,108,816,GasA,TA,Y,FuseA,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,7,WD,Normal,129900,49,49
20,RL,66,8923,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,643,0,365,1008,GasA,Gd,Y,SBrkr,1008,0,0,1008,1,0,1,0,2,1,Gd,6,Typ,0,1,Y,0,18,0,0,0,0,Missing,0,5,WD,Normal,134500,54,1
20,RL,90,5400,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,TA,TA,No,415,0,418,833,GasA,Ex,Y,SBrkr,833,0,0,833,0,0,1,0,2,1,Gd,4,Typ,0,1,Y,0,0,0,0,0,0,MnPrv,0,8,WD,Normal,117000,52,6
20,RL,93,12085,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,328,Gd,TA,PConc,Ex,TA,No,1004,0,730,1734,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Ex,7,Typ,1,3,Y,0,0,0,0,0,0,Missing,0,11,New,Partial,318000,0,0
80,RL,67.36934838,7750,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,Hip,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,353,0,55,408,GasA,Ex,Y,SBrkr,779,640,0,1419,1,0,2,1,3,1,Gd,7,Typ,1,2,Y,120,0,0,0,0,0,Missing,0,3,WD,Normal,184100,7,7
20,RL,57,9764,Pave,Missing,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,702,0,192,894,GasA,Ex,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,Gd,5,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,5,WD,Normal,130000,41,5
80,RL,85,13825,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,MetalSd,MetalSd,0,TA,Gd,CBlock,TA,TA,No,0,0,533,533,GasA,TA,Y,SBrkr,1021,580,0,1601,0,0,1,0,3,1,TA,6,Min2,0,1,Y,280,34,0,0,0,0,Missing,0,12,WD,Normal,140000,50,21
20,RL,70,7560,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,Wd Sdng,0,TA,TA,CBlock,TA,TA,No,369,0,671,1040,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,3,1,TA,6,Typ,0,1,Y,140,0,0,0,0,0,GdWo,0,7,WD,Normal,133700,47,47
30,RM,59,8263,Pave,Missing,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,0,TA,TA,BrkTil,TA,TA,No,0,0,1012,1012,GasA,TA,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,TA,6,Typ,1,1,Y,0,22,0,0,0,0,MnPrv,0,5,WD,Normal,118400,87,57
20,RL,84,10084,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,196,Gd,TA,PConc,Gd,TA,Av,24,0,1528,1552,GasA,Ex,Y,SBrkr,1552,0,0,1552,0,0,2,0,3,1,Gd,7,Typ,0,3,Y,144,20,0,0,0,0,Missing,0,7,New,Partial,212900,1,0
20,RL,64.65787313,8926,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3.5,Gable,CompShg,AsbShng,AsbShng,0,TA,TA,CBlock,TA,TA,No,0,0,672,672,GasA,Ex,Y,FuseA,960,0,0,960,0,0,1,0,3,1,TA,5,Typ,0,1,Y,64,0,0,0,0,0,MnPrv,0,10,COD,Abnorml,112000,53,53
20,RL,50,9405,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7.5,Hip,CompShg,VinylSd,VinylSd,0,TA,Ex,CBlock,TA,TA,No,0,0,698,698,GasA,Ex,Y,SBrkr,698,0,0,698,0,0,1,0,2,1,TA,4,Typ,0,0,Y,0,170,0,0,0,0,Missing,0,6,WD,Normal,118000,62,1
80,RL,66.20793167,9125,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,170,TA,TA,PConc,Gd,TA,No,0,0,384,384,GasA,Gd,Y,SBrkr,812,670,0,1482,0,0,2,1,3,1,Gd,7,Typ,1,2,Y,100,25,0,0,0,0,Missing,0,7,WD,Normal,163900,15,15
20,RL,60,10434,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,0,TA,TA,CBlock,TA,TA,No,0,0,1005,1005,GasA,TA,Y,SBrkr,1005,0,0,1005,0,0,1,0,2,1,Fa,5,Typ,1,2,Y,0,0,0,0,0,0,Missing,0,11,WD,Normal,115000,54,54
120,RL,53,3684,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,130,Gd,TA,PConc,Gd,TA,No,0,0,1373,1373,GasA,Ex,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,3,Y,143,20,0,0,0,0,Missing,0,6,WD,Normal,174000,2,2
20,RL,182,14572,Pave,Missing,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,1300,0,230,1530,GasA,Ex,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,Gd,7,Typ,1,3,Y,144,36,0,0,0,0,Missing,0,11,WD,Family,259000,3,3
60,RL,59,11796,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,Av,0,0,847,847,GasA,Ex,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,Gd,8,Typ,1,2,Y,100,48,0,0,0,0,Missing,0,7,WD,Normal,215000,3,2
90,RM,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,180,TA,TA,CBlock,Gd,TA,Gd,936,0,0,936,GasA,TA,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,2,Y,49,0,0,0,0,0,Missing,0,8,WD,Normal,140000,27,27
50,RL,65,7804,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3.5,Gable,CompShg,WdShing,Plywood,0,TA,TA,BrkTil,TA,TA,No,622,0,500,1122,GasA,TA,Y,SBrkr,1328,653,0,1981,1,0,2,0,4,1,Gd,7,Min2,2,2,Y,420,44,0,0,0,0,MnPrv,0,12,WD,Normal,135000,81,59
20,RL,63,10712,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,PConc,Gd,TA,Mn,212,0,762,974,GasA,TA,Y,SBrkr,974,0,0,974,0,0,1,0,3,1,TA,5,Typ,0,0,Y,0,28,0,0,0,0,MnPrv,0,9,Oth,Abnorml,93500,16,15
70,RM,90,9900,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,Mn,0,0,1008,1008,GasW,TA,Y,SBrkr,1178,1032,0,2210,0,0,2,0,4.5,1,Fa,8,Typ,0,1,N,0,48,0,0,0,0,Missing,0,5,WD,Normal,117500,123,57
60,RL,80,9828,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0,Gd,TA,PConc,Gd,TA,No,584,0,544,1128,GasA,Ex,Y,SBrkr,1142,878,0,2020,0,0,2,1,3,1,Gd,8,Typ,1,2,Y,0,155,0,0,0,0,Missing,0,6,WD,Normal,239500,14,14
60,RL,57,8773,Pave,Missing,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,PConc,Gd,TA,Av,0,0,916,916,GasA,Gd,Y,SBrkr,916,684,0,1600,0,0,2,1,3,1,TA,7,Typ,1,2,Y,100,38,0,0,0,0,Missing,0,8,WD,Normal,169000,10,10
30,RM,60,6180,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,BrkTil,TA,TA,No,0,0,960,960,GasA,TA,N,SBrkr,986,0,0,986,0,0,1,0,2,1,TA,5,Typ,1,1,Y,0,128,0,0,0,0,Missing,0,5,WD,Normal,102000,81,57
50,RL,80,9600,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,0,TA,TA,CBlock,TA,TA,No,280,0,752,1032,GasA,TA,Y,FuseA,1032,220,0,1252,0,0,1,0,3,1,TA,6,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,4,WD,Abnorml,119000,58,58
50,RL,54,6342,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,7.5,Gable,CompShg,VinylSd,VinylSd,0,TA,Gd,CBlock,TA,TA,No,0,0,780,780,GasA,Gd,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,TA,6,Typ,0,0,N,0,0,0,0,0,0,Missing,0,5,WD,Normal,94000,123,14
20,RL,78.71263667,9819,Pave,Missing,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,ImStucc,0,TA,TA,PConc,TA,TA,Gd,1567,0,0,1567,GasA,TA,Y,SBrkr,1567,0,0,1567,1,0,2,0,2,1,Gd,5,Typ,2,2,Y,264,32,0,0,0,0,Missing,0,5,WD,Normal,196000,32,32
30,RL,98,8731,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Stucco,Stucco,0,TA,Fa,BrkTil,TA,TA,No,645,0,270,915,GasA,TA,Y,SBrkr,1167,0,0,1167,0,0,1,0,3,1,TA,6,Maj1,1,2,Y,0,0,0,0,0,0,Missing,0,5,WD,Normal,144000,87,57
20,RL,60,7350,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,0,TA,TA,CBlock,TA,TA,Mn,852,0,100,952,GasA,TA,Y,SBrkr,952,0,0,952,1,0,1,0,2,1,TA,4,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,6,COD,Abnorml,139000,57,57
60,RL,66.49610512,10304,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,Gable,CompShg,Plywood,Plywood,44,TA,Gd,CBlock,TA,TA,No,381,0,399,780,GasA,Ex,Y,SBrkr,1088,780,0,1868,1,0,2,1,4,1,Gd,9,Typ,1,2,Y,420,96,0,0,0,0,Missing,0,10,WD,Normal,197500,33,33
60,RL,77,9965,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,340,Gd,TA,PConc,Ex,TA,Gd,1150,0,316,1466,GasA,Ex,Y,SBrkr,1466,1362,0,2747.625,1,0,3,0,4,1,Gd,10,Typ,1,3,Y,125,144,0,0,0,0,Missing,0,4,New,Partial,424870,1,0
20,RL,68.24220207,9000,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3.5,Gable,CompShg,Wd Sdng,Plywood,0,TA,TA,CBlock,TA,TA,No,288,0,718,1006,GasA,TA,Y,SBrkr,1006,0,0,1006,0,0,1,0,3,1,TA,5,Typ,0,0,Y,0,24,0,0,0,0,Missing,0,7,WD,Normal,80000,49,49
145,RL,60,12180,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,0,TA,Fa,BrkTil,Gd,TA,No,348,0,324,672,Grav,Fa,N,FuseA,672,252,0,924,1,0,1,0,2,1,Fa,5,Typ,0,1,Y,0,0,0,0,0,0,MnPrv,0,7,WD,Normal,80000,69,60
50,RM,52,6240,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,BrkTil,TA,TA,No,0,0,1042,1042,GasA,Ex,Y,SBrkr,1042,534,0,1576,0,0,1,0,3,1,TA,8,Typ,1,1,Y,0,0,0,0,0,0,Missing,0,8,WD,Family,149000,78,56
20,RL,73.4598095,11200,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Shng,85,Gd,TA,CBlock,Gd,TA,No,1258,0,40,1298,GasA,TA,Y,SBrkr,1298,0,0,1298,1,0,2,0,3,1,Gd,5,Typ,1,2,Y,165,26,0,0,0,0,Missing,0,5,WD,Normal,180000,21,21
70,RL,75,12000,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,0,TA,TA,CBlock,TA,TA,No,275,0,429,704,GasA,Ex,Y,SBrkr,860,704,0,1564,0,0,1,1,3,1,Fa,7,Typ,1,1,Y,0,0,0,0,0,0,Missing,0,7,WD,Normal,174500,68,59
50,RM,55.4837267,5700,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,0,TA,TA,PConc,TA,TA,No,0,0,572,572,GasA,TA,Y,SBrkr,572,539,0,1111,0,0,1,0,2,1,TA,5,Typ,1,1,Y,0,0,0,0,0,0,Missing,0,8,WD,Normal,116900,82,58
70,RM,50,9000,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,7.5,Hip,CompShg,VinylSd,VinylSd,0,TA,Gd,PConc,TA,TA,No,624,0,26,650,GasA,Ex,Y,SBrkr,832,650,0,1482,0,0,1,0,3,1,TA,7,Typ,0,2,Y,0,0,0,0,0,0,Missing,0,7,WD,Normal,143000,89,21
20,RL,57,8280,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,0,TA,TA,CBlock,TA,TA,No,0,0,932,932,GasA,Ex,Y,FuseA,932,0,0,932,0,0,1,0,2,1,Gd,4,Typ,1,1,Y,0,0,0,0,0,0,GdPrv,0,11,WD,Normal,124000,57,57
20,RL,134,17673.5,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,Plywood,132,TA,TA,CBlock,TA,TA,No,176,0,1290,1466,GasA,TA,Y,SBrkr,1466,0,0,1466,0,0,1,1,3,1,Fa,6,Typ,2,2,Y,0,140,0,0,0,0,Missing,0,11,WD,Normal,149900,47,47
20,RL,90,14115,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Stone,Stone,0,TA,TA,PConc,TA,TA,No,296,0,230,1073,GasA,Ex,Y,SBrkr,1811,0,0,1811,0,0,1,0,2,1,Ex,6,Typ,1,2,Y,0,0,0,0,0,0,Missing,0,7,WD,Abnorml,230000,50,2
30,RM,62.27228784,5890,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,7.5,Gable,CompShg,Wd Sdng,Wd Sdng,0,Gd,Gd,BrkTil,TA,TA,Av,538,0,278,816,GasA,Ex,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,0,1,Y,0,0,0,0,0,0,Missing,0,6,WD,Normal,120500,78,1
60,RL,78.10461063,13700,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,288,TA,TA,CBlock,TA,TA,Gd,454,0,410,864,GasA,TA,Y,SBrkr,902,918,0,1820,0,0,1,2,4,1,Gd,8,Typ,2,2,Y,60,84,0,0,0,0,GdPrv,0,5,WD,Normal,201800,43,20
20,RL,90,10768,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,7.5,Gable,CompShg,Plywood,Plywood,0,Gd,Gd,CBlock,Gd,TA,Gd,1157,0,280,1437,GasA,TA,Y,SBrkr,1437,0,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,2,Y,0,21,0,0,0,0,Missing,0,7,WD,Normal,218000,31,3
80,RL,85,9350,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7.5,Gable,CompShg,BrkFace,BrkFace,0,TA,Gd,PConc,TA,TA,Gd,633,0,586,1219,GasA,Gd,Y,SBrkr,1265,0,0,1265,0,0,2,0,3,1,Gd,6,Typ,1,2,Y,0,92,0,0,0,0,MnPrv,0,10,WD,Normal,179900,43,9
